SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,SCHOOL_NUMBER,AB_STUDENT_IN_AB_PROGRAM,ELL,FRENCH_PROGRAM,CORE_FRENCH,FRENCH_IMMERSION,PROGRAMME_FRANCOPHONE,CAREER_PREPARATION,CAREER_TECH_CENTRE,CONTINUING_ED_PROGRAM,COOP,DIST_LEARNING,APPRENTICESHIP
2016/2017,SCHOOL LEVEL,BC Public School,37,3737022,26,89,197,146,51,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737023,17,97,129,129,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737024,14,81,197,197,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737025,14,25,162,162,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737026,23,166,194,194,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737027,7,3,106,106,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737029,12,21,99,99,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737030,8,221,201,201,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737032,23,99,155,155,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737033,9,,49,49,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737034,22,27,489,152,338,,64,1,,,45,3
2016/2017,SCHOOL LEVEL,BC Public School,37,3737035,2,15,156,156,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737037,36,18,758,387,371,,66,6,,,124,5
2016/2017,SCHOOL LEVEL,BC Public School,37,3737038,29,17,264,264,,,80,4,,,25,1
2016/2017,SCHOOL LEVEL,BC Public School,37,3737039,14,61,228,228,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737040,19,19,665,665,,,83,13,,,85,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737041,6,39,109,109,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3737043,4,6,91,91,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3796095,,,312,312,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3796130,,,440,440,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3796132,,4,93,93,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3796535,,,40,40,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,37,3796694,,,530,530,,,,,,,8,
2016/2017,SCHOOL LEVEL,BC Public School,37,3799141,4,,24,24,,,,,,,78,
2016/2017,SCHOOL LEVEL,BC Public School,37,3799170,,,1,,1,,,,1,,26,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838000,,,,,,,,,411,,1,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838001,6,172,250,120,130,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838005,4,56,150,150,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838006,11,127,185,185,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838008,1,149,125,125,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838009,3,67,80,80,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838013,5,98,82,82,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838014,11,46,59,59,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838015,4,287,223,223,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838016,5,123,310,85,225,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838017,2,94,114,114,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838019,10,61,57,57,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838020,2,92,265,45,220,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838021,1,137,111,111,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838023,2,115,82,82,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838024,10,69,157,157,,,,5,,,61,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838025,5,91,223,84,139,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838026,2,131,143,143,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838027,4,332,292,292,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838029,,40,52,52,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838030,2,70,48,48,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838031,21,63,219,218,1,,,3,1,,29,1
2016/2017,SCHOOL LEVEL,BC Public School,38,3838033,8,77,535,161,374,,39,2,,,135,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838035,3,252,174,174,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838037,8,124,145,145,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838040,2,124,93,93,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838041,3,89,142,142,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838042,6,155,263,263,,,4,,,,99,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838043,6,102,237,76,161,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838044,21,46,290,290,,,31,1,1,,58,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838045,9,191,498,498,,,27,,,,84,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838046,,79,77,77,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838047,11,44,50,50,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838048,6,84,114,114,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838049,,67,174,174,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838052,,103,191,104,87,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838053,3,94,353,118,235,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838054,3,66,55,55,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838055,6,107,139,139,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838056,,120,107,107,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838057,2,227,200,200,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838058,11,46,212,212,,,54,,,,55,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838059,2,271,388,147,241,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838060,,211,145,145,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838062,13,51,756,318,435,3,,2,,,186,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838063,1,238,177,177,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838064,4,98,338,338,,,5,,,,46,
2016/2017,SCHOOL LEVEL,BC Public School,38,3838065,7,214,377,377,,,43,9,,,167,
2016/2017,SCHOOL LEVEL,BC Public School,38,3896103,,,246,246,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3896178,,,729,729,,,,,,,25,
2016/2017,SCHOOL LEVEL,BC Public School,38,3896399,,7,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3896403,,,48,48,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3896463,,,224,224,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3896570,,,49,49,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3896625,,,80,80,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3896729,,4,26,26,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,38,3896889,,,,,,,,,,,2,
2016/2017,SCHOOL LEVEL,BC Public School,38,3896909,,,,,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,38,3899061,6,,,,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,38,3899175,,,,,,,,,5,,48,9
2016/2017,SCHOOL LEVEL,BC Public School,39,3939000,,,,,,,,,1326,,14,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939001,17,43,199,199,,,,,3,,15,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939003,12,66,408,408,,,,,,,205,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939004,166,12,170,170,,,,17,,,31,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939006,29,27,748,298,450,,1,,,,91,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939007,40,159,346,346,,,4,7,2,,43,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939008,7,100,620,620,,,,1,,,139,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939010,66,26,270,270,,,,,,,67,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939011,91,32,717,393,324,1,,,1,,116,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939012,23,28,458,458,,,,,,,171,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939014,34,47,333,333,,,,3,,,79,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939015,11,213,1182,665,517,,,,,,178,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939016,65,125,734,734,,,2,2,1,,106,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939017,35,103,378,376,2,,18,15,,,44,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939018,20,72,555,555,,,,10,,,147,1
2016/2017,SCHOOL LEVEL,BC Public School,39,3939019,5,105,411,406,,5,,,,,145,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939020,32,104,327,327,,,,1,2,,142,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939022,36,51,555,555,,,,1,1,,153,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939024,10,58,137,137,,,,,,,94,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939028,96,152,305,157,148,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939030,9,57,57,57,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939031,31,149,212,212,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939032,52,76,25,25,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939033,68,29,25,25,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939035,11,197,155,155,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939037,9,17,99,99,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939038,4,66,476,150,326,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939039,21,170,469,142,327,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939040,76,68,76,76,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939041,2,84,124,124,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939042,8,26,93,93,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939043,,,513,,513,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939044,9,41,103,103,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939045,,54,145,145,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939046,10,53,143,143,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939047,4,3,444,,444,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939048,13,105,137,137,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939049,15,229,155,155,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939050,9,189,194,194,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939051,18,51,70,70,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939052,6,24,165,65,100,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939053,8,39,215,49,166,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939054,31,74,467,88,379,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939056,11,281,157,157,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939057,12,147,113,113,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939058,13,85,132,132,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939059,7,50,204,204,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939060,4,46,107,107,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939061,64,58,470,134,336,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939062,17,222,188,188,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939063,5,139,130,130,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939064,5,156,289,144,145,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939065,9,25,68,68,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939066,17,199,195,195,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939067,8,50,108,108,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939069,27,69,73,73,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939070,1,74,179,179,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939071,5,22,116,116,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939072,3,131,174,174,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939073,6,110,142,142,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939074,1,143,188,188,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939075,1,66,218,55,163,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939076,102,84,49,49,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939077,8,150,142,142,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939079,6,148,140,140,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939080,2,97,182,182,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939082,18,104,89,89,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939084,,97,391,80,311,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939085,4,119,142,142,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939086,,66,105,105,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939087,59,127,73,73,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939088,9,120,113,113,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939089,9,79,67,67,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939090,12,76,120,120,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939093,4,140,130,130,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939094,11,55,147,147,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939095,10,24,45,45,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939097,1,47,107,107,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939099,12,170,148,148,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939100,16,180,132,132,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939101,30,104,152,152,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939102,11,45,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939104,1,197,104,104,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939105,9,178,206,206,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939106,13,233,207,207,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939107,6,15,30,30,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939108,1,16,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939109,13,114,95,95,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939110,1,,80,,80,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939112,22,39,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939113,1,28,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939114,,45,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939115,9,98,77,77,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939119,7,41,77,77,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939120,3,,191,,191,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939121,2,9,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939123,9,212,35,35,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939124,1,21,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939127,29,58,65,65,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939128,14,27,113,113,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939129,4,74,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939130,115,97,73,73,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939132,4,,432,,432,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939136,6,45,106,106,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939137,2,29,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939139,2,75,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939140,2,96,149,149,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939142,,32,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3939143,19,337,275,275,,,,,,,4,
2016/2017,SCHOOL LEVEL,BC Public School,39,3995051,1,,,,,,,,,,3,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996002,,,282,282,,,,,,,19,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996004,,,697,697,,,,,,,11,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996007,,,957,957,,,,,,,41,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996011,,,551,551,,,,,,,26,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996019,,,304,304,,,,,,,16,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996022,,,496,496,,,,,,,6,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996030,,,427,427,,,,,,,18,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996070,,,212,,212,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996071,,,259,259,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996077,,,222,222,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996083,,,139,139,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996113,,,297,297,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996128,,,240,240,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996129,,,201,201,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996135,,,206,206,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996138,,,261,261,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996140,,6,444,444,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996145,,88,181,181,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996147,,,228,228,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996150,,,274,274,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996161,,,223,223,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996173,,,427,427,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996225,,,129,129,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996332,,,,,,,,,,,9,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996435,,32,510,510,,,,,,,3,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996451,,,96,96,,,,,,,82,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996475,,,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996509,,33,,,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996527,,,,,,,,,,,7,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996538,,,,,,,,,,,7,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996601,,,74,74,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996645,,,758,758,,,,,,,34,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996659,,,,,,,,,,,8,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996662,,,203,203,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996692,,,1,,,1,,,,,13,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996693,,16,50,50,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996721,,,1,1,,,,,,,1997,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996724,,11,,,,,,,,,4,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996732,,,,,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996733,,,,,,,,,,,6,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996764,,,,,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996845,,,,,,,,,,,2,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996870,,,,,,,,,,,6,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996890,,,,,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,39,3996899,,,,,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,39,3998004,,,,,,,,,11,,282,
2016/2017,SCHOOL LEVEL,BC Public School,39,3999214,,,2,2,,,,,,,52,
2016/2017,SCHOOL LEVEL,BC Public School,39,3999224,97,,,,,,,,,,2,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040000,,,,,,,,,761,,7,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040001,39,180,44,44,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040002,22,54,196,56,140,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040003,24,106,66,66,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040004,15,67,176,45,131,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040008,60,91,688,416,272,,38,43,7,,165,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040009,14,27,21,21,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040010,8,60,31,31,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040012,13,215,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040013,24,14,607,287,320,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040014,8,24,222,222,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040015,11,141,166,36,130,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4040016,27,58,440,440,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4096707,,,,,,,,,,,2,
2016/2017,SCHOOL LEVEL,BC Public School,40,4096708,,10,9,9,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,40,4096862,,3,,,,,,,,,1,
2016/2017,SCHOOL LEVEL,BC Public School,40,4099110,9,,,,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,40,4099124,24,,,,,,,9,,,3,
2016/2017,SCHOOL LEVEL,BC Public School,40,4099126,12,,,,,,,,,,6,
2016/2017,SCHOOL LEVEL,BC Public School,40,4099136,4,14,,,,,,,,,176,
2016/2017,SCHOOL LEVEL,BC Public School,40,4099185,,,,,,,,,6,,124,5
2016/2017,SCHOOL LEVEL,BC Public School,40,4099223,,,,,,,,,,,279,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141000,,,,,,,,,536,,9,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141001,23,52,266,266,,,145,20,1,,184,1
2016/2017,SCHOOL LEVEL,BC Public School,41,4141002,37,86,548,548,,,495,8,,,242,1
2016/2017,SCHOOL LEVEL,BC Public School,41,4141005,29,35,532,402,130,,166,9,,,123,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141007,21,20,281,157,124,,107,22,,,53,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141008,11,174,135,135,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141011,35,88,708,362,346,,360,1,,,153,1
2016/2017,SCHOOL LEVEL,BC Public School,41,4141015,21,62,192,151,41,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141016,7,73,250,53,197,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141017,8,63,248,108,140,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141018,6,113,250,250,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141019,2,76,81,81,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141020,25,163,169,169,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141021,10,97,195,154,41,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141022,22,133,261,182,79,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141023,11,263,243,243,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141024,15,116,142,142,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141025,3,16,74,74,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141026,9,88,103,103,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141029,11,62,130,130,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141030,3,27,102,102,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141031,2,16,41,41,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141032,9,119,277,116,161,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141033,12,93,154,154,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141034,8,78,133,133,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141035,7,78,82,82,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141036,1,21,33,33,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141037,6,276,590,199,391,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141038,13,272,158,158,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141039,10,157,118,118,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141040,12,158,129,129,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141041,5,49,96,96,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141044,7,51,40,40,,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141046,2,73,346,151,195,,,,,,,
2016/2017,SCHOOL LEVEL,BC Public School,41,4141047,14,113,150,150,,,,,,,,
